Accession ID	Collection date	Submission date	Location
EPI_ISL_435573	2020-04-24	2020-05-05	North America / USA / Louisiana / Caddo Parish
EPI_ISL_438073	2020-03-20	2020-05-12	Europe / Austria / Vienna
EPI_ISL_442873	2020-04-10	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436473	2020-03-25	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_439173	2020-04-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_433173	2020-04-18	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_440373	2020-03-19	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439974	2020-03-20	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437974	2020-03-10	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_440574	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437474	2020-03-29	2020-05-09	Asia / Saudi Arabia / Madinah
EPI_ISL_443674	2020-04-13	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445674	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_433974	2020-04-13	2020-04-29	Europe / United Kingdom / England
EPI_ISL_442674	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436674	2020-03-31	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_436874	2020-03-27	2020-05-07	North America / USA / Michigan
EPI_ISL_437374	2020-04-10	2020-05-08	North America / USA / Minnesota
EPI_ISL_433174	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_444874	2020-03-28	2020-05-14	Europe / Denmark
EPI_ISL_439274	2020-04-13	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_437674	2020-03-28	2020-05-11	Europe / Denmark
EPI_ISL_436474	2020-03-25	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_434974	2020-03-29	2020-05-01	North America / USA / Texas
EPI_ISL_434926	2020-03-28	2020-05-01	North America / USA / Texas
EPI_ISL_444774	2020-03-17	2020-05-14	North America / USA / New York / Manhattan
EPI_ISL_436074	2020-03-10	2020-05-05	North America / USA / New York / New York City
EPI_ISL_442874	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443774	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441375	2020-03-21	2020-05-12	Europe / United Kingdom / Northern Ireland
EPI_ISL_438575	2020-04-20	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435575	2020-04-24	2020-05-05	North America / USA / Louisiana / Caddo Parish
EPI_ISL_438475	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439475	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441075	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442275	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433643	2020-04-06	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_442875	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443575	2020-04-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443375	2020-04-16	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433675	2020-04-02	2020-04-29	Europe / United Kingdom / England
EPI_ISL_436875	2020-03-27	2020-05-07	North America / USA / Michigan
EPI_ISL_439943	2020-03-24	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440375	2020-03-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440875	2020-04-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433375	2020-04-06	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433875	2020-04-08	2020-04-29	Europe / United Kingdom / England
EPI_ISL_441175	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433775	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_444124	2020-04-08	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444253	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444150	2020-04-09	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444775	2020-03-17	2020-05-14	North America / USA / New York / Manhattan
EPI_ISL_437775	2020-04-13	2020-05-11	North America / USA / Virginia
EPI_ISL_433175	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_435475	2020-03-30	2020-05-05	North America / USA / New York / Nassau County
EPI_ISL_436075	2020-03-10	2020-05-05	North America / USA / New York / New York City
EPI_ISL_436475	2020-03-27	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_434675	2020-04-20	2020-04-30	Europe / Sweden / Stockholm
EPI_ISL_436227	2020-03-18	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_445143	2020-04-01	2020-05-15	North America / USA / Louisiana / New Orleans
EPI_ISL_437475	2020-04-01	2020-05-09	Asia / Saudi Arabia / Jeddah
EPI_ISL_441975	2020-03-26	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445475	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_442775	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444175	2020-04-11	2020-05-13	Europe / United Kingdom / England
EPI_ISL_433376	2020-04-06	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434476	2020-03-10	2020-04-29	Europe / Greece / Athens
EPI_ISL_433676	2020-04-02	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433876	2020-04-08	2020-04-29	Europe / United Kingdom / England
EPI_ISL_438576	2020-04-20	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438376	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438476	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440076	2020-03-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439876	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439576	2020-03-28	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439376	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441176	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440876	2020-04-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441576	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440576	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442076	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443476	2020-04-16	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443876	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439076	2020-03-23	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_437776	2020-04-16	2020-05-11	North America / USA / Virginia
EPI_ISL_441112	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438343	2020-03-27	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443644	2020-04-15	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444576	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_434144	2020-03-27	2020-04-29	North America / USA / Washington / Skagit County
EPI_ISL_436676	2020-04-01	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_433576	2020-04-02	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434976	2020-04-01	2020-05-01	North America / USA / Texas
EPI_ISL_444076	2020-04-30	2020-05-13	North America / USA / California / San Francisco County
EPI_ISL_443676	2020-04-17	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437076	2020-04-07	2020-05-08	North America / USA / California / Santa Clara County
EPI_ISL_443212	2020-04-08	2020-05-12	Asia / Singapore
EPI_ISL_436876	2020-03-27	2020-05-07	North America / USA / Michigan
EPI_ISL_434844	2020-03-22	2020-05-01	North America / USA / Texas
EPI_ISL_444476	2020-04-29	2020-05-13	Asia / India / Gujarat / Ahmedabad
EPI_ISL_443244	2020-04-08	2020-05-12	Asia / Singapore
EPI_ISL_434828	2020-03-21	2020-05-01	North America / USA / Texas
EPI_ISL_444928	2020-03-30	2020-05-14	Europe / Denmark
EPI_ISL_433976	2020-04-13	2020-04-29	Europe / United Kingdom / England
EPI_ISL_437176	2020-03-27	2020-05-08	North America / USA / Michigan
EPI_ISL_437276	2020-03-30	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_438976	2020-04-20	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_443776	2020-03-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433276	2020-03-20	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_443576	2020-04-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441434	2020-03-16	2020-05-12	Europe / United Kingdom / Northern Ireland
EPI_ISL_446177	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444844	2020-04-02	2020-05-14	Europe / Denmark
EPI_ISL_436677	2020-04-02	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_444277	2020-03-20	2020-05-13	Asia / Taiwan / Taoyuan
EPI_ISL_437677	2020-03-28	2020-05-11	Europe / Denmark
EPI_ISL_437013	2020-03-26	2020-05-08	Europe / Denmark
EPI_ISL_437077	2020-04-07	2020-05-08	North America / USA / California / Santa Clara County
EPI_ISL_438377	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438177	2020-04-18	2020-05-12	North America / USA / Washington / Yakima County
EPI_ISL_433677	2020-04-02	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434877	2020-03-24	2020-05-01	North America / USA / Texas
EPI_ISL_433177	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_435477	2020-03-30	2020-05-05	North America / USA / New York / Brooklyn
EPI_ISL_434077	2020-04-04	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_436577	2020-04-06	2020-05-06	North America / USA / Wisconsin / Milwaukee County
EPI_ISL_438089	2020-03-23	2020-05-12	Europe / Austria / Vienna
EPI_ISL_443077	2020-04-08	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433777	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_441177	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441577	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433713	2020-04-04	2020-04-29	Europe / United Kingdom / England
EPI_ISL_439377	2020-04-01	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445177	2020-03-31	2020-05-15	North America / USA / California / San Francisco County
EPI_ISL_438577	2020-04-20	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441777	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440413	2020-03-13	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441178	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445878	2020-03-31	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_434478	2020-03-14	2020-04-29	Europe / Greece / Athens
EPI_ISL_433878	2020-04-09	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433478	2020-04-18	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433778	2020-04-07	2020-04-29	Europe / United Kingdom / England
EPI_ISL_438078	2020-03-21	2020-05-12	Europe / Austria / Vienna
EPI_ISL_444278	2020-03-20	2020-05-13	Asia / Taiwan / Taoyuan
EPI_ISL_437978	2020-03-11	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_436378	2020-03-17	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_436478	2020-03-24	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_441313	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444478	2020-04-30	2020-05-13	Asia / India / Gujarat / Ahmedabad
EPI_ISL_440213	2020-03-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438978	2020-04-20	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_437713	2020-04-06	2020-05-11	Asia / Saudi Arabia / Makkah
EPI_ISL_438513	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443778	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438578	2020-04-20	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433178	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_443378	2020-04-16	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442278	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437878	2020-03-14	2020-05-11	Europe / Greece / Athens
EPI_ISL_437378	2020-04-13	2020-05-08	North America / USA / Minnesota
EPI_ISL_438678	2020-04-24	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435678	2020-03-25	2020-05-05	Asia / Singapore
EPI_ISL_433779	2020-04-08	2020-04-29	Europe / United Kingdom / England
EPI_ISL_437379	2020-04-13	2020-05-08	North America / USA / Minnesota
EPI_ISL_445545	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_440345	2020-03-19	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443745	2020-03-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444579	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_434131	2020-03-27	2020-04-29	North America / USA / Washington / Skagit County
EPI_ISL_434245	2020-04-01	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_439979	2020-03-19	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442179	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443279	2020-04-01	2020-05-12	Europe / France / Bretagne / Brest
EPI_ISL_444079	2020-04-04	2020-05-13	Europe / United Kingdom / England
EPI_ISL_436219	2020-03-14	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_440579	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445079	2020-03-23	2020-05-14	North America / USA / Texas / Houston County
EPI_ISL_438679	2020-04-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440679	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436231	2020-03-18	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_439279	2020-04-13	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_440728	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436684	2020-03-31	2020-05-07	Africa / South Africa / KwaZulu-Natal
EPI_ISL_438010	2020-03-06	2020-05-12	Europe / Austria / Vienna
EPI_ISL_437827	2020-03-31	2020-05-11	North America / USA / Washington
EPI_ISL_438108	2020-03-25	2020-05-12	Europe / Austria / Vienna
EPI_ISL_437145	2020-03-21	2020-05-08	North America / USA / Michigan
EPI_ISL_436679	2020-04-04	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_436680	2020-04-04	2020-05-07	North America / USA / California / Santa Clara County
EPI_ISL_443980	2020-03-28	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434480	2020-03-12	2020-04-29	Europe / Greece / Athens
EPI_ISL_439780	2020-04-09	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437780	2020-04-17	2020-05-11	North America / USA / Virginia
EPI_ISL_437870	2020-04-02	2020-05-11	North America / USA / Connecticut
EPI_ISL_442945	2020-04-07	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444580	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_437980	2020-03-11	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_440081	2020-03-21	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440480	2020-03-12	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438581	2020-04-21	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439381	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441781	2020-03-26	2020-05-12	Europe / United Kingdom / Northern Ireland
EPI_ISL_442681	2020-04-06	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442781	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435081	2020-03-28	2020-05-02	Asia / India / West Bengal
EPI_ISL_443581	2020-04-13	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444181	2020-04-11	2020-05-13	Europe / United Kingdom / England
EPI_ISL_435681	2020-04-08	2020-05-05	Asia / Singapore
EPI_ISL_439281	2020-04-13	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_434345	2020-03-26	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_441881	2020-04-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_437881	2020-03-14	2020-05-11	Europe / Greece / Athens
EPI_ISL_440981	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436481	2020-03-26	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_435281	2020-03-17	2020-05-04	Asia / Indonesia / Jakarta
EPI_ISL_445682	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_433682	2020-04-02	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433735	2020-04-04	2020-04-29	Europe / United Kingdom / England
EPI_ISL_443482	2020-04-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436082	2020-03-19	2020-05-05	North America / USA / New York / New York City
EPI_ISL_433182	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_444982	2020-03-21	2020-05-14	Europe / Spain / Catalunya
EPI_ISL_437582	2020-03-14	2020-05-11	North America / USA / California / San Diego County
EPI_ISL_439882	2020-03-23	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444682	2020-03-30	2020-05-14	North America / USA / New York / Brooklyn
EPI_ISL_436054	2020-03-09	2020-05-05	North America / USA / New York / New York City
EPI_ISL_443282	2020-03-22	2020-05-12	Europe / France / Bretagne / Brest
EPI_ISL_434935	2020-03-27	2020-05-01	North America / USA / Texas
EPI_ISL_437082	2020-04-23	2020-05-08	North America / USA / California / Santa Clara County
EPI_ISL_433882	2020-04-08	2020-04-29	Europe / United Kingdom / England
EPI_ISL_441882	2020-04-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438083	2020-03-22	2020-05-12	Europe / Austria / Vienna
EPI_ISL_437983	2020-03-11	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_442283	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443983	2020-03-29	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434483	2020-03-16	2020-04-29	Europe / Greece / Athens
EPI_ISL_433483	2020-04-17	2020-04-29	Europe / United Kingdom / England
EPI_ISL_443583	2020-04-13	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434683	2020-03-14	2020-05-01	North America / USA / Maryland
EPI_ISL_442983	2020-04-10	2020-05-12	Europe / United Kingdom / England
EPI_ISL_435683	2020-04-09	2020-05-05	Asia / Singapore
EPI_ISL_441883	2020-04-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438883	2020-03-18	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_434283	2020-03-26	2020-04-29	North America / USA / Washington / King County
EPI_ISL_439183	2020-04-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_436384	2020-03-17	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_436284	2020-03-26	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Benavites
EPI_ISL_437984	2020-03-11	2020-05-12	Europe / Austria / Ischgl
EPI_ISL_440184	2020-03-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441284	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_446147	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444547	2020-03-14	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_436984	2020-03-28	2020-05-08	Europe / Denmark
EPI_ISL_440584	2020-04-02	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433384	2020-04-07	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_441585	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_445085	2020-04-02	2020-05-14	South America / Colombia
EPI_ISL_440185	2020-03-22	2020-05-12	Europe / United Kingdom / England
EPI_ISL_439485	2020-03-31	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433885	2020-04-09	2020-04-29	Europe / United Kingdom / England
EPI_ISL_435314	2020-03-13	2020-05-04	Asia / Vietnam / Hanoi
EPI_ISL_435414	2020-03-30	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_443214	2020-03-18	2020-05-12	Asia / Singapore
EPI_ISL_439085	2020-03-24	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_433748	2020-04-03	2020-04-29	Europe / United Kingdom / England
